Time,Amb pressure (PSI),Accel Ped. Pos. (%),Boost (PSI),Boost target (PSI),Coolant (*C),Exhaust flap status,Gear (-),IAT (*C),Lambda bank 1 (AFR),Load act. (%),Load req. (%),MAF (g/s),Oil temp (*C),Rail pressure mean (PSI),Rail pressure req. (PSI),RPM (rpm),Speed (km/h),STFT 1 (%),Throttle Position (*),Timing Cyl. 1,Timing Cyl. 2 (*),Timing Cyl. 3 (*),Timing Cyl. 4 (*),Timing Cyl. 5 (*),Timing Cyl. 6 (*),Torque act. clutch (Nm),Transmission temp (*C),WGDC (%),Boost setpoint factor,Boost target RAM (PSI),Compressor after P-D (kW),Cyl1 Timing Cor (*),Cyl2 Timing Cor (*),Cyl3 Timing Cor (*),Cyl4 Timing Cor (*),Cyl5 Timing Cor (*),Cyl6 Timing Cor (*),Load actual RAM,MAF REQ (P corr.) (g/s),MAF req. WGDC (g/s),Mdk_max_gs (NM),Torque lim. 1 (-),Torque lim. 2 (-),Torque lim. 3 (-),MHD version 3.87 000021571DAA01 v1.08 stg2 plus 93_98
6.336,14.64,29,1.6,0.2,86,0,6,32,14.58,58.5,60.2,27.3,94,2910.6,2900.3,1442,86,1.5,14.2,13.5,13.5,13.5,13.5,13.5,13.5,170,61,90.9,1.03,0.8,0.1,0,0,0,0,0,0,58.1,29.9,30.08,1000,0,0,0,0
6.436,14.64,29,1.5,0.8,86,0,6,32,14.45,58.5,60.2,27.5,94,2902.6,2900.3,1458,86,0.8,14.9,14,14,14,14,14,14,164,61,90.9,1.05,0.8,0.1,0,0,0,0,0,0,59.5,30.18,29.97,1000,0,0,0,0
6.536,14.64,27.5,1.4,0.6,86,0,6,32,14.38,59.2,59,28.1,94,2896.5,2896.6,1470,86,0.2,15.6,13.5,13.5,13.5,13.5,13.5,13.5,168,61,91.2,1.04,0.5,0.1,0,0,0,0,0,0,58,29.39,29.58,1000,0,0,0,0
6.636,14.64,26.3,1.4,0.5,86,0,6,32,14.42,55.5,56.2,26.1,94,2887.6,2872,1458,86,-0.2,14.1,15.5,15.5,15.5,15.5,15.5,15.5,166,61,92.3,1.04,0.6,0.1,0,0,0,0,0,0,54.4,27.53,28.19,1000,0,0,0,0
6.735,14.64,26.3,1.4,0.6,86,0,6,32,14.48,54,54.9,25.3,94,2855.9,2837.6,1442,86,-0.5,14.2,16,16,16,16,16,16,154,61,92.8,1.04,0.6,0.1,0,0,0,0,0,0,54.2,27.64,27.39,1000,0,0,0,0
6.831,14.64,27.1,1.3,0.6,86,0,6,32,14.48,54.8,55.7,25.8,94,2831.7,2823.8,1456,86,-0.9,14.6,16,16,16,16,16,16,152,61,92.1,1.05,0.7,0.1,0,0,0,0,0,0,56.2,29.24,27.99,1000,0,0,0,0
6.934,14.64,27.5,1.2,1.1,86,0,6,32,14.52,57.8,58.2,27.6,94,2826.1,2855.2,1472,86,-1.1,17.3,14.5,14.5,14.5,14.5,14.5,14.5,158,61,91.6,1.07,1,0.2,0,0,0,0,0,0,59.2,29.9,28.97,1000,0,0,0,0
7.034,14.64,27.5,1.2,0.8,86,0,6,32,14.59,58.5,58.6,28.3,94,2857.2,2869.9,1484,86,-1,16.7,14,14,14,14,14,14,166,61,91.4,1.06,0.8,0.2,0,0,0,0,0,0,58.9,29.85,29.44,1000,0,0,0,0
7.134,14.64,27.5,1.2,0.8,86,0,6,32,14.82,58.5,58.4,27.8,94,2865.4,2871.7,1472,86,-0.2,16.5,13.5,13.5,13.5,13.5,13.5,13.5,168,61,91.5,1.06,0.7,0.2,0,0,0,0,0,0,58.7,29.45,29.33,1000,0,0,0,0
7.232,14.64,27.5,1.2,0.6,86,0,6,32,14.94,57.8,58.3,27.5,94,2855.7,2869.9,1466,86,0.5,16,13.5,13.5,13.5,13.5,13.5,13.5,167,61,91.5,1.05,0.6,0.1,0,0,0,0,0,0,58.2,29.43,29.17,1000,0,0,0,0
7.340,14.64,27.5,1.2,0.6,86,0,6,32,14.94,57.8,58.4,27.5,94,2863.8,2869,1468,86,2.5,15.9,14,14,14,14,14,14,166,61,91.5,1.05,0.6,0.1,0,0,0,0,0,0,58.1,29.62,29.24,1000,0,0,0,0
7.434,14.64,27.5,1.2,0.6,86,0,6,32,14.86,57.8,58.3,27.6,94,2865.2,2868.9,1471,86,3.4,16,14,14,14,14,14,14,166,61,91.5,1.04,0.6,0.1,0,0,0,0,0,0,58.3,29.63,29.29,1000,0,0,0,0
7.536,14.64,27.5,1.2,0.5,86,0,6,32,14.7,57.8,58.3,27.6,94,2869.5,2868.7,1472,86,3.9,16.1,14,14,14,14,14,14,166,61,91.5,1.04,0.5,0.1,0,0,0,0,0,0,58.3,29.61,29.29,1000,0,0,0,0
7.637,14.64,27.5,1.2,0.5,86,0,6,32,14.7,57.8,58.3,27.6,94,2868.9,2868.3,1470,85,4.6,16.1,14,14,14,14,14,14,166,61,91.5,1.04,0.5,0.1,0,0,0,0,0,0,58.2,29.46,29.23,1000,0,0,0,0
7.736,14.64,27.5,1.2,0.5,86,0,6,32,14.57,57.8,58.2,27.4,94,2869.7,2867.5,1467,85,4,16.1,14,14,14,14,14,14,166,61,91.5,1.04,0.6,0.1,0,0,0,0,0,0,58,29.69,29.19,1000,0,0,0,0
7.833,14.64,27.8,1.2,0.7,86,0,6,32,14.53,57.8,58.7,27.4,94,2872.3,2871.9,1463,85,3.9,16.6,14,14,14,14,14,14,166,61,91.4,1.05,0.7,0.1,0,0,0,0,0,0,58.4,29.63,29.29,1000,0,0,0,0
7.934,14.64,28.2,1.2,0.7,86,0,6,32,14.52,57.8,58.7,27.6,94,2880.4,2873.7,1466,86,3.5,16.7,14,14,14,14,14,14,166,61,91.2,1.05,0.9,0.1,0,0,0,0,0,0,59.1,30.21,29.54,1000,0,0,0,0
8.031,14.64,28.6,1.2,0.8,86,0,6,32,14.68,60,59.8,28.4,94,2892.1,2890.2,1469,86,3.8,17.9,13.5,13.5,13.5,13.5,13.5,13.5,168,61,91,1.06,0.8,0.2,0,0,0,0,0,0,60,30.43,29.89,1000,0,0,0,0
8.135,14.64,28.6,1.2,0.8,86,0,6,32,14.76,60,60,28.6,94,2900.1,2897.4,1474,86,4.1,17.7,13,13,13,13,13,13,171,61,91,1.06,0.8,0.2,0,0,0,0,0,0,60.1,30.44,30.08,1000,0,0,0,0
8.234,14.64,28.6,1.2,0.8,86,0,6,32,14.86,59.2,60,28.3,94,2905.5,2899.2,1470,86,4.7,17.4,13,13,13,13,13,13,172,61,91,1.06,0.7,0.2,0,0,0,0,0,0,59.8,30.43,30.07,1000,0,0,0,0
8.352,14.64,28.6,1.2,0.7,86,0,6,32,14.87,59.2,59.8,28.3,94,2893.7,2898.4,1470,86,7,17.4,13.5,13.5,13.5,13.5,13.5,13.5,171,61,91,1.05,0.7,0.2,0,0,0,0,0,0,59.7,30.39,30.04,1000,0,0,0,0
8.452,14.64,28.6,1.2,0.8,86,0,6,32,14.82,59.2,59.9,28.4,94,2906.1,2898.4,1478,86,7.6,17.3,13.5,13.5,13.5,13.5,13.5,13.5,171,61,91,1.06,0.8,0.2,0,0,0,0,0,0,59.7,30.43,30.13,1000,0,0,0,0
8.556,14.64,28.6,1.2,0.8,86,0,6,32,14.58,59.2,59.9,28.3,94,2901.7,2898.7,1471,86,7.8,17.4,13.5,13.5,13.5,13.5,13.5,13.5,170,61,91,1.06,0.8,0.2,0,0,0,0,0,0,59.7,30.42,30.1,1000,0,0,0,0
8.652,14.64,28.6,1.2,0.8,87,0,6,32,14.45,59.2,59.9,28.3,94,2902,2898.5,1474,86,7.4,17.4,13.5,13.5,13.5,13.5,13.5,13.5,170,61,91,1.06,0.8,0.2,0,0,0,0,0,0,59.8,30.43,30.1,1000,0,0,0,0
8.751,14.64,28.6,1.2,0.7,87,0,6,32,14.45,59.2,59.9,28.3,94,2899.1,2898.4,1469,86,6.7,17.4,13.5,13.5,13.5,13.5,13.5,13.5,170,61,91,1.06,0.7,0.2,0,0,0,0,0,0,59.8,30.3,30.03,1000,0,0,0,0
8.856,14.64,28.6,1.2,0.7,87,0,6,32,14.49,59.2,59.8,28.3,94,2896.3,2897.8,1470,86,6.4,17.4,13.5,13.5,13.5,13.5,13.5,13.5,171,61,91,1.05,0.7,0.2,0,0,0,0,0,0,59.8,30.32,30.01,1000,0,0,0,0
8.956,14.64,28.6,1.3,0.7,87,0,6,32,14.54,59.2,59.9,28.3,94,2903.2,2897.8,1468,86,6.2,17.2,13.5,13.5,13.5,13.5,13.5,13.5,171,61,91,1.05,0.7,0.2,0,0,0,0,0,0,59.8,30.27,29.99,1000,0,0,0,0
9.084,14.64,28.2,1.3,0.7,87,0,6,32,14.55,59.2,59.7,28.1,94,2905.1,2896.8,1465,86,5.9,16.9,13.5,13.5,13.5,13.5,13.5,13.5,171,61,91,1.05,0.6,0.1,0,0,0,0,0,0,59.6,29.99,29.82,1000,0,0,0,0
9.175,14.64,28.2,1.3,0.6,87,0,6,32,14.57,59.2,59.4,28,94,2887.1,2892.6,1464,86,5.8,16.3,13.5,13.5,13.5,13.5,13.5,13.5,170,61,91.1,1.04,0.6,0.1,0,0,0,0,0,0,59.1,30,29.73,1000,0,0,0,0
9.263,14.64,28.2,1.3,0.5,87,0,6,32,14.62,59.2,59.4,27.9,94,2889.2,2890.4,1462,86,5.8,16.4,14,14,14,14,14,14,168,61,91.1,1.04,0.5,0.1,0,0,0,0,0,0,59.2,30.02,29.69,1000,0,0,0,0
9.364,14.64,28.2,1.3,0.5,87,0,6,32,14.61,59.2,59.5,28,94,2900.1,2889.4,1467,86,5.7,16.4,14,14,14,14,14,14,168,61,91.1,1.04,0.5,0.1,0,0,0,0,0,0,59.3,30.13,29.74,1000,0,0,0,0
9.463,14.64,28.2,1.3,0.6,87,0,6,32,14.56,59.2,59.5,27.9,94,2897.9,2890.2,1462,86,5.4,16.4,13.5,13.5,13.5,13.5,13.5,13.5,168,61,91.1,1.04,0.5,0.1,0,0,0,0,0,0,59.3,30.07,29.72,1000,0,0,0,0
9.565,14.64,28.2,1.3,0.5,87,0,6,32,14.49,59.2,59.5,28,94,2892.6,2890.5,1467,86,5.1,16.4,13.5,13.5,13.5,13.5,13.5,13.5,168,61,91.1,1.04,0.6,0.1,0,0,0,0,0,0,59.3,30.17,29.81,1000,0,0,0,0
9.666,14.64,28.2,1.3,0.6,87,0,6,32,14.56,59.2,59.5,28.1,94,2896.6,2891,1468,85,5,16.6,13.5,13.5,13.5,13.5,13.5,13.5,168,61,91.1,1.04,0.6,0.1,0,0,0,0,0,0,59.4,30.1,29.8,1000,0,0,0,0
9.764,14.64,28.2,1.3,0.6,87,0,6,32,14.56,59.2,59.6,28,94,2895.8,2891.3,1465,86,4.7,16.6,13.5,13.5,13.5,13.5,13.5,13.5,168,61,91.1,1.04,0.5,0.1,0,0,0,0,0,0,59.4,29.82,29.72,1000,0,0,0,0
9.864,14.64,27.1,1.3,0.3,87,0,6,32,14.56,57.8,58,27.4,94,2891.4,2884.6,1457,86,4.5,15.9,14,14,14,14,14,14,168,61,91.6,1.03,0.4,0.1,0,0,0,0,0,0,57.3,29.21,29.16,1000,0,0,0,0
9.963,14.64,27.1,1.3,0.5,87,0,6,32,14.61,57,57.8,26.9,94,2879.3,2870.6,1456,86,4.4,16.2,14.5,14.5,14.5,14.5,14.5,14.5,162,61,91.6,1.04,0.5,0.1,0,0,0,0,0,0,57.8,29.2,28.89,1000,0,0,0,0
10.056,14.64,27.1,1.3,0.5,87,0,6,32,14.59,57,58,27.3,94,2866.1,2864.3,1466,86,4.3,15.9,14,14,14,14,14,14,162,61,91.6,1.04,0.6,0.1,0,0,0,0,0,0,57.5,29.34,28.97,1000,0,0,0,0
10.156,14.64,27.1,1.2,0.6,87,0,6,32,14.59,57,57.9,27.2,94,2862.8,2862.4,1463,86,4.3,16.3,14.5,14.5,14.5,14.5,14.5,14.5,162,61,91.6,1.04,0.6,0.1,0,0,0,0,0,0,57.6,29.18,28.93,1000,0,0,0,0
10.243,14.64,27.1,1.2,0.6,87,0,6,32,14.6,57,57.8,27.1,94,2867.3,2860.1,1464,86,4.2,16.3,14.5,14.5,14.5,14.5,14.5,14.5,162,61,91.7,1.05,0.7,0.1,0,0,0,0,0,0,57.5,29.19,28.87,1000,0,0,0,0
10.332,14.64,27.1,1.2,0.7,87,0,6,32,14.62,57,57.9,27.2,94,2851.1,2859.6,1466,86,4.2,16.6,14.5,14.5,14.5,14.5,14.5,14.5,162,61,91.7,1.05,0.8,0.1,0,0,0,0,0,0,57.5,29.17,28.9,1000,0,0,0,0
10.432,14.64,27.1,1.2,0.8,87,0,6,32,14.69,57,57.8,27.1,94,2861.4,2859.5,1462,86,4.4,16.8,14.5,14.5,14.5,14.5,14.5,14.5,162,61,91.7,1.06,0.8,0.1,0,0,0,0,0,0,57.5,29.23,28.89,1000,0,0,0,0
10.532,14.64,27.1,1.2,0.9,87,0,6,32,14.73,57,57.8,27.1,94,2859.1,2859.5,1464,86,4.6,17.2,14.5,14.5,14.5,14.5,14.5,14.5,162,61,91.7,1.06,0.8,0.2,0,0,0,0,0,0,57.7,28.86,28.85,1000,0,0,0,0
10.636,14.64,27.1,1.2,0.7,87,0,6,32,14.77,57,57.1,27.2,94,2859.7,2854.5,1468,86,5,17,14.5,14.5,14.5,14.5,14.5,14.5,162,61,91.9,1.05,0.6,0.1,0,0,0,0,0,0,57.1,28.51,28.6,1000,0,0,0,0
10.727,14.64,26.7,1.2,0.6,87,0,6,32,14.8,55.5,56.1,26.3,94,2849.8,2843.3,1468,86,5.4,15.8,15.5,15.5,15.5,15.5,15.5,15.5,160,61,92.2,1.05,0.8,0.1,0,0,0,0,0,0,55.6,28.3,28.24,1000,0,0,0,0
10.824,14.64,26.7,1.2,0.8,87,0,6,32,14.79,55.5,56.1,26.3,94,2842.2,2834.3,1462,86,6.5,16.8,15.5,15.5,15.5,15.5,15.5,15.5,156,61,92.3,1.05,0.8,0.1,0,0,0,0,0,0,56.1,28.36,28.09,1000,0,0,0,0
10.924,14.64,26.7,1.2,0.8,87,0,6,32,14.77,55.5,56.1,26.5,94,2834.4,2829.6,1474,86,7.5,16.7,15.5,15.5,15.5,15.5,15.5,15.5,158,61,92.2,1.06,0.8,0.1,0,0,0,0,0,0,55.9,28.48,28.14,1000,0,0,0,0
11.024,14.64,26.7,1.2,0.8,87,0,6,32,14.66,55.5,56.1,26.4,94,2831.4,2827.8,1470,86,7.2,16.7,15.5,15.5,15.5,15.5,15.5,15.5,157,61,92.2,1.06,0.8,0.1,0,0,0,0,0,0,55.8,28.46,28.16,1000,0,0,0,0
11.124,14.64,26.7,1.2,0.8,87,0,6,32,14.54,55.5,56.1,26.4,94,2828,2826.6,1466,86,7.1,16.8,15.5,15.5,15.5,15.5,15.5,15.5,157,61,92.3,1.06,0.8,0.2,0,0,0,0,0,0,55.9,28.38,28.1,1000,0,0,0,0
11.224,14.64,26.7,1.1,0.8,87,0,6,32,14.56,55.5,56.1,26.4,94,2822.4,2825.9,1472,86,7,16.9,15.5,15.5,15.5,15.5,15.5,15.5,157,61,92.3,1.06,0.8,0.2,0,0,0,0,0,0,56,28.49,28.12,1000,0,0,0,0
11.324,14.64,26.7,1.1,0.8,87,0,6,32,14.56,55.5,56.2,26.6,94,2823.9,2826,1472,86,6.7,17.1,15.5,15.5,15.5,15.5,15.5,15.5,158,61,92.2,1.06,0.8,0.1,0,0,0,0,0,0,56.2,28.45,28.18,1000,0,0,0,0
11.423,14.64,26.7,1.1,0.8,87,0,6,32,14.58,55.5,56.2,26.7,94,2824.8,2826.6,1472,86,6.6,17.1,15,15,15,15,15,15,158,61,92.2,1.06,0.7,0.1,0,0,0,0,0,0,56.2,28.51,28.2,1000,0,0,0,0
11.524,14.64,26.7,1.1,0.7,87,0,6,32,14.61,55.5,56.2,26.6,94,2819.4,2826.6,1469,86,6.6,16.8,15,15,15,15,15,15,158,61,92.2,1.05,0.7,0.1,0,0,0,0,0,0,56.3,28.43,28.17,1000,0,0,0,0
11.615,14.64,26.7,1.1,0.7,88,0,6,32,14.59,55.5,56.1,26.6,94,2822.3,2826.6,1467,86,6.5,16.7,15,15,15,15,15,15,158,61,92.2,1.05,0.7,0.1,0,0,0,0,0,0,56.1,28.5,28.16,1000,0,0,0,0
11.708,14.64,26.7,1.2,0.7,88,0,6,32,14.61,55.5,56.2,26.6,94,2830,2826.6,1472,86,6.5,16.7,15.5,15.5,15.5,15.5,15.5,15.5,158,61,92.2,1.05,0.7,0.1,0,0,0,0,0,0,56.1,28.45,28.18,1000,0,0,0,0
11.801,14.64,26.7,1.2,0.6,88,0,6,32,14.64,55.5,56.1,26.6,94,2826.8,2826.6,1472,86,6.5,16.6,15.5,15.5,15.5,15.5,15.5,15.5,158,61,92.2,1.05,0.6,0.1,0,0,0,0,0,0,56,28.53,28.18,1000,0,0,0,0
11.883,14.64,26.7,1.2,0.6,88,0,6,32,14.62,55.5,56.1,26.6,94,2814.3,2826.4,1471,86,6.4,16.5,15.5,15.5,15.5,15.5,15.5,15.5,158,61,92.2,1.05,0.6,0.1,0,0,0,0,0,0,56.1,28.44,28.17,1000,0,0,0,0
11.968,14.64,26.7,1.1,0.6,88,0,6,32,14.59,55.5,56.1,26.5,94,2835.5,2826.4,1470,86,6.2,16.5,15.5,15.5,15.5,15.5,15.5,15.5,158,61,92.2,1.04,0.6,0.1,0,0,0,0,0,0,56,28.47,28.16,1000,0,0,0,0
12.060,14.64,26.7,1.2,0.6,88,0,6,32,14.6,55.5,56.1,26.5,94,2829,2826.4,1465,86,6.2,16.4,15.5,15.5,15.5,15.5,15.5,15.5,158,61,92.2,1.04,0.6,0.1,0,0,0,0,0,0,56,28.44,28.14,1000,0,0,0,0
12.157,14.64,26.7,1.2,0.6,88,0,6,32,14.51,55.5,56.1,26.5,94,2819.8,2826.2,1470,86,5.8,16.4,15.5,15.5,15.5,15.5,15.5,15.5,158,61,92.2,1.04,0.6,0.1,0,0,0,0,0,0,56,28.39,28.14,1000,0,0,0,0
12.248,14.64,26.7,1.2,0.6,88,0,6,32,14.49,55.5,56.1,26.5,94,2829,2825.9,1470,86,5.5,16.4,15.5,15.5,15.5,15.5,15.5,15.5,158,61,92.2,1.04,0.6,0.1,0,0,0,0,0,0,55.9,28.45,28.14,1000,0,0,0,0
12.332,14.63,26.7,1.2,0.6,88,0,6,32,14.48,55.5,56.1,26.4,94,2822.7,2825.8,1468,86,5.3,16.4,15.5,15.5,15.5,15.5,15.5,15.5,157,61,92.2,1.04,0.6,0.1,0,0,0,0,0,0,55.8,28.39,28.11,1000,0,0,0,0
12.424,14.63,24.7,1.2,0.1,88,0,6,32,14.53,52.5,53.1,24.9,94,2821.7,2819.8,1471,86,5.2,15.6,17,17,17,17,17,17,157,61,93.5,1.03,0.5,0.1,0,0,0,0,0,0,51,25.94,26.93,1000,0,0,0,0
12.515,14.63,24.7,1.2,0.6,88,0,6,32,14.53,50.2,51,23.8,94,2812.5,2777.3,1448,86,5,14.7,18,18,18,18,18,18,144,61,94.1,1.04,0.6,0.1,0,0,0,0,0,0,51.3,25.29,25.79,1000,0,0,0,0
12.600,14.63,24.7,1.2,0.6,88,0,6,32,14.55,50.2,50.9,23.8,94,2762.6,2751.8,1459,86,4.9,14.7,18,18,18,18,18,18,141,61,94,1.04,0.6,0.1,0,0,0,0,0,0,50.8,25.8,25.48,1000,0,0,0,0
12.680,14.63,24.7,1.2,0.6,88,0,6,32,14.49,50.2,51.1,24,94,2749.1,2742.2,1470,86,4.5,14.7,19,19,19,19,19,19,140,61,93.9,1.04,0.6,0.1,0,0,0,0,0,0,50.8,25.89,25.58,1000,0,0,0,0
12.768,14.63,24.7,1.2,0.6,88,0,6,32,14.46,50.2,51.2,24,94,2738,2737.6,1464,86,4.2,14.9,18,18,18,18,18,18,140,61,93.9,1.04,0.6,0.1,0,0,0,0,0,0,50.9,25.83,25.57,1000,0,0,0,0
12.848,14.63,24.7,1.1,0.6,88,0,6,32,14.46,50.2,51.1,24,94,2727.7,2734.6,1464,86,3.8,14.9,18,18,18,18,18,18,140,61,93.9,1.04,0.6,0.1,0,0,0,0,0,0,50.9,25.76,25.54,1000,0,0,0,0
12.940,14.63,24.7,1.1,0.6,88,0,6,32,14.51,50.2,51.2,24,94,2736.1,2733.3,1468,86,3.6,15,18.5,18.5,18.5,18.5,18.5,18.5,140,61,93.9,1.04,0.6,0.1,0,0,0,0,0,0,50.9,25.85,25.58,1000,0,0,0,0
13.019,14.63,24.7,1.1,0.6,88,0,6,32,14.53,50.2,51.2,24.1,94,2725,2732.6,1468,86,3.3,15.3,18.5,18.5,18.5,18.5,18.5,18.5,140,61,93.9,1.04,0.6,0.1,0,0,0,0,0,0,50.9,25.91,25.61,1000,0,0,0,0
13.108,14.63,24.7,1.1,0.6,88,0,6,32,14.58,50.2,51.1,24.1,94,2733.6,2732,1470,86,3.3,15.3,18.5,18.5,18.5,18.5,18.5,18.5,140,61,93.8,1.04,0.6,0.1,0,0,0,0,0,0,50.8,25.83,25.63,1000,0,0,0,0
13.188,14.63,24.7,1.1,0.6,88,0,6,32,14.62,50.2,51.1,24,94,2720,2731.6,1470,86,3.2,15.3,19,19,19,19,19,19,140,61,93.8,1.04,0.6,0.1,0,0,0,0,0,0,50.6,25.89,25.63,1000,0,0,0,0
13.268,14.63,24.7,1.1,0.6,88,0,6,32,14.63,50.2,51.1,23.9,94,2729.4,2731.3,1470,86,3.2,15.3,19,19,19,19,19,19,140,61,93.9,1.04,0.6,0.1,0,0,0,0,0,0,50.5,25.87,25.62,1000,0,0,0,0
13.348,14.63,24.7,1.1,0.6,88,0,6,32,14.67,50.2,51.1,23.9,94,2735.6,2731,1471,86,3.3,15.3,19,19,19,19,19,19,140,61,93.9,1.04,0.6,0.1,0,0,0,0,0,0,50.4,25.88,25.64,1000,0,0,0,0
13.428,14.63,24.7,1.1,0.6,88,0,6,32,14.72,50.2,51.1,23.9,94,2730.3,2731,1472,86,3.4,15.3,19,19,19,19,19,19,140,61,93.9,1.04,0.6,0.1,0,0,0,0,0,0,50.3,25.89,25.65,1000,0,0,0,0
13.508,14.63,24.7,1.1,0.6,88,0,6,32,14.69,50.2,51.1,23.9,94,2727.9,2730.8,1472,86,3.4,15.4,19,19,19,19,19,19,140,61,93.9,1.04,0.6,0.1,0,0,0,0,0,0,50.3,25.91,25.67,1000,0,0,0,0
13.597,14.63,24.7,1.1,0.6,88,0,6,32,14.71,50.2,51.1,23.9,94,2733.3,2730.8,1472,86,3.4,15.7,19,19,19,19,19,19,139,61,93.8,1.04,0.6,0.1,0,0,0,0,0,0,50.5,25.91,25.68,1000,0,0,0,0
13.680,14.63,24.7,1.1,0.6,88,0,6,32,14.7,50.2,51.1,23.9,94,2726.3,2731,1470,86,3.5,15.7,19,19,19,19,19,19,140,61,93.9,1.04,0.6,0.1,0,0,0,0,0,0,50.5,26.23,25.74,1000,0,0,0,0
13.768,14.63,25.1,1,0.6,88,0,6,32,14.73,51,52,24.3,94,2742.7,2743,1470,86,3.7,15.7,18.5,18.5,18.5,18.5,18.5,18.5,140,61,93.6,1.04,0.6,0.1,0,0,0,0,0,0,51.1,26.42,26,1000,0,0,0,0
13.848,14.63,25.1,1,0.6,88,0,6,32,14.74,51,52.1,24.6,94,2745.9,2747.7,1477,86,3.9,16.3,18.5,18.5,18.5,18.5,18.5,18.5,142,61,93.5,1.04,0.6,0.1,0,0,0,0,0,0,51.4,26.48,26.17,1000,0,0,0,0
13.940,14.63,25.1,1,0.6,88,0,6,32,14.73,51,52.1,24.5,94,2741.6,2749.1,1477,86,4,16.2,18.5,18.5,18.5,18.5,18.5,18.5,142,61,93.4,1.04,0.6,0.1,0,0,0,0,0,0,51.4,26.54,26.26,1000,0,0,0,0
14.018,14.63,25.1,1,0.6,88,0,6,32,14.73,51,52.1,24.4,94,2751.7,2749.3,1478,86,4.2,16.1,18.5,18.5,18.5,18.5,18.5,18.5,142,61,93.5,1.04,0.6,0.1,0,0,0,0,0,0,51.2,26.49,26.27,1000,0,0,0,0
14.098,14.63,25.1,1,0.6,88,0,6,32,14.86,51,52.1,24.3,94,2748.5,2749.3,1476,86,4.8,16.1,18.5,18.5,18.5,18.5,18.5,18.5,142,61,93.5,1.04,0.6,0.1,0,0,0,0,0,0,51,26.43,26.24,1000,0,0,0,0
14.180,14.63,25.1,1,0.6,88,0,6,32,14.84,51,52.1,24.3,94,2754.1,2749.1,1476,86,5.6,16.1,18.5,18.5,18.5,18.5,18.5,18.5,142,61,93.5,1.04,0.6,0.1,0,0,0,0,0,0,51.2,26.38,26.23,1000,0,0,0,0
14.260,14.63,25.1,1.1,0.6,88,0,6,32,14.78,51,52.1,24.4,94,2747.5,2748.8,1483,86,7.1,16,18.5,18.5,18.5,18.5,18.5,18.5,142,61,93.5,1.04,0.6,0.1,0,0,0,0,0,0,51.6,26.64,26.31,1000,0,0,0,0
14.339,14.63,25.1,1,0.6,88,0,6,32,14.73,51,52.1,24.5,94,2741.9,2750.4,1486,86,7.6,16.1,18.5,18.5,18.5,18.5,18.5,18.5,142,61,93.4,1.05,0.6,0.1,0,0,0,0,0,0,51.3,26.59,26.38,1000,0,0,0,0
14.420,14.63,24.7,1.1,0.6,88,0,6,32,14.52,51,52.2,24.6,94,2743.6,2750.9,1488,86,7.1,16.2,18.5,18.5,18.5,18.5,18.5,18.5,142,61,93.4,1.04,0.6,0.1,0,0,0,0,0,0,51.3,26.24,26.28,1000,0,0,0,0
14.500,14.63,23.9,1.1,0.5,88,0,6,32,14.46,50.2,50.4,24.3,94,2754.7,2742,1484,86,6.5,15.5,18.5,18.5,18.5,18.5,18.5,18.5,142,61,94,1.04,0.4,0.1,0,0,0,0,0,0,49.1,24.86,25.58,1000,0,0,0,0
14.588,14.63,23.5,1.1,0.3,88,0,6,32,14.47,48,48.4,23.1,94,2733.6,2716,1474,86,6.5,13.8,19.5,19.5,19.5,19.5,19.5,19.5,138,61,94.2,1.02,0.1,0.1,0,0,0,0,0,0,46.9,23.5,24.39,1000,0,0,0,0
14.667,14.63,23.1,1.1,0.1,88,0,6,32,14.56,45.8,46.4,21.9,94,2714,2686.2,1465,86,6.1,12.8,19.5,19.5,19.5,19.5,19.5,19.5,132,61,94.3,1.01,0,0.1,0,0,0,0,0,0,45.7,22.9,23.51,1000,0,0,0,0
14.748,14.63,22.4,1.1,0,88,0,6,32,14.48,45,45.4,21.5,94,2677.8,2661.4,1462,86,5.7,12.9,19.5,19.5,19.5,19.5,19.5,19.5,126,61,94.3,1,0,0.1,0,0,0,0,0,0,44.8,22.49,22.85,1000,0,0,0,0
14.828,14.63,22.4,1.1,0,88,0,6,32,14.27,44.2,44.5,21,94,2642.4,2639.3,1454,86,4.6,12.3,19,19,19,19,19,19,124,61,94.4,1,0,0.1,0,0,0,0,0,0,44.5,21.9,22.27,1000,0,0,0,0
14.912,14.63,21.6,1.1,0,88,0,6,32,14.06,42.8,42.9,20.3,94,2618.7,2618.3,1450,86,3,12,19,19,19,19,19,19,121,61,94.5,1,0,0.1,0,0,0,0,0,0,43.4,21.4,21.6,1000,0,0,0,0
15.000,14.63,21.6,1.1,0,88,0,6,32,13.89,42.8,42.8,20.1,94,2606.4,2597.8,1444,87,1.7,11.7,19,19,19,19,19,19,116,61,94.6,1,0,0.1,0,0,0,0,0,0,43.4,21.35,21.27,1000,0,0,0,0
15.109,14.63,21.6,1,0,88,0,6,32,14.02,42.8,42.8,20.2,94,2589.1,2586.8,1448,87,1.7,11.7,19,19,19,19,19,19,116,61,94.6,1,0,0.1,0,0,0,0,0,0,43.3,21.37,21.2,1000,0,0,0,0
